FULLNAME,POPULATION1950,POPULATION1951,POPULATION1952,POPULATION1953,POPULATION1954,POPULATION1955,POPULATION1956,POPULATION1957,POPULATION1958,POPULATION1959,POPULATION1960,POPULATION1961,POPULATION1962,POPULATION1963,POPULATION1964,POPULATION1965,POPULATION1966,POPULATION1967,POPULATION1968,POPULATION1969,POPULATION1970,POPULATION1971,POPULATION1972,POPULATION1973,POPULATION1974,POPULATION1975,POPULATION1976,POPULATION1977,POPULATION1978,POPULATION1979,POPULATION1980,POPULATION1981,POPULATION1982,POPULATION1983,POPULATION1984,POPULATION1985,POPULATION1986,POPULATION1987,POPULATION1988,POPULATION1989,POPULATION1990,POPULATION1991,POPULATION1992,POPULATION1993,POPULATION1994,POPULATION1995,POPULATION1996,POPULATION1997,POPULATION1998,POPULATION1999,POPULATION2000,POPULATION2001,POPULATION2002,POPULATION2003,POPULATION2004,POPULATION2005,POPULATION2006,POPULATION2007,POPULATION2008,POPULATION2009,POPULATION2010,GDP1970,GDP1971,GDP1972,GDP1973,GDP1974,GDP1975,GDP1976,GDP1977,GDP1978,GDP1979,GDP1980,GDP1981,GDP1982,GDP1983,GDP1984,GDP1985,GDP1986,GDP1987,GDP1988,GDP1989,GDP1990,GDP1991,GDP1992,GDP1993,GDP1994,GDP1995,GDP1996,GDP1997,GDP1998,GDP1999,GDP2000,GDP2001,GDP2002,GDP2003,GDP2004,GDP2005,GDP2006,GDP2007,GDP2008,GDP2009,GDP2010,GDP2011,GDP2012,GDP2013,NAME
Swaziland,273,278.952,285.338,292.189,299.502,307.249,315.361,323.74,332.264,340.799,349.233,357.522,365.719,373.991,382.575,391.659,401.295,411.478,422.266,433.709,445.844,458.717,472.337,486.656,501.596,517.1,533.264,550.135,567.56,585.335,603.373,621.314,639.333,658.496,680.253,705.492,734.79,767.417,801.35,833.787,862.728,887.248,907.947,926.224,944.223,963.428,984.506,1006.76,1028.694,1048.151,1063.715,1074.761,1082.183,1087.929,1094.758,1104.642,1118.253,1134.977,1153.929,1173.678,1193.148,122.5996226,156.716868,160.942358,219.847885,268.1649814,328.8881127,308.5459289,345.5242341,387.0920455,468.9420642,663.9830275,703.2693542,628.4153134,646.5422971,552.9764496,438.2908334,559.0896694,730.9713228,867.3548942,884.7932466,1084.864442,1126.491525,1249.971514,1312.65666,1421.656367,1694.732618,1603.772693,1716.421827,1576.903024,1547.889013,1524.496055,1354.555678,1224.217721,1854.024776,2420.615,2584.084109,2947.9246,3041.1312,3008.474653,3167.010507,3891.598661,4090.174799,3760.672105,3522.617417,SZ
Turks and Caicos Islands,5.047,4.984,4.977,5.016,5.094,5.198,5.318,5.442,5.558,5.656,5.724,5.76,5.762,5.741,5.705,5.669,5.629,5.589,5.563,5.573,5.632,5.75,5.924,6.132,6.346,6.546,6.723,6.886,7.057,7.262,7.525,7.855,8.245,8.671,9.097,9.502,9.873,10.224,10.588,11.019,11.55,12.205,12.97,13.793,14.597,15.334,15.967,16.527,17.114,17.866,18.876,20.186,21.74,23.412,25.025,26.45,27.642,28.638,29.481,30.247,30.993,9.775091,11.011829,12.404965,13.974344,15.742406,17.734262,19.978031,22.504836,25.35192,28.560743,32.17535,36.245196,40.82176,45.992377,51.827791,58.383773,65.748577,73.977232,83.494233,94.177447,105.910615,119.085082,133.400255,152.91444,171.948769,190.503241,214.016236,235.316915,265.161862,294.589275,319.443,358.746,366.708,409.754,485.599,578.646,721.891,773.49,862.684,703.176,686.788,728.79,717.028,706.24014,TC
Chad,2502.314,2544.102,2589.278,2636.785,2685.842,2735.936,2786.844,2838.612,2891.526,2946.04,3002.596,3061.423,3122.357,3184.775,3247.798,3310.921,3373.563,3436.227,3500.777,3569.777,3644.911,3727.381,3816.295,3908.721,4000.505,4088.858,4173.072,4254.762,4336.366,4421.416,4512.758,4610.917,4715.985,4829.852,4954.649,5091.809,5242.737,5407.077,5582.282,5764.631,5951.574,6142.558,6338.934,6542.419,6755.54,6980.351,7216.321,7463.347,7724.316,8002.899,8301.151,8620.917,8959.964,9311.234,9665.024,10014.413,10356.822,10694.366,11030.628,11371.325,11720.781,474.8813527,518.2977683,538.6506677,597.3559497,695.9482981,1005.454251,944.0298867,954.9516727,1154.526522,1339.649713,1146.375969,910.5864138,822.1196522,815.7112636,878.9386144,867.6435727,1068.047973,1212.582442,1416.655977,1338.864366,1612.106731,1600.107974,1666.983677,1454.217182,1179.740664,1444.714303,1615.274739,1542.775803,1757.748413,1528.782584,1385.361147,1709.737561,1987.328738,2722.679751,4414.8736,5873.375706,6299.827214,7008.151378,8353.964907,7466.328199,8630.18686,9819.351419,10210.6195,10459.90121,TD
Togo,1395.458,1425.482,1441.908,1452.091,1461.521,1473.839,1490.731,1512.025,1535.969,1559.679,1580.513,1597.528,1612.758,1631.763,1662.072,1708.632,1774.029,1855.445,1945.781,2034.909,2115.521,2185.661,2247.575,2303.345,2356.623,2410.446,2464.459,2518.572,2576.477,2642.853,2720.838,2812.051,2915.098,3026.308,3140.297,3252.995,3363.537,3472.65,3579.803,3684.782,3787.602,3887.716,3985.364,4082.422,4181.481,4284.497,4392.177,4504.291,4620.71,4740.974,4864.753,4992.225,5123.674,5258.956,5397.851,5540.214,5685.845,5834.806,5987.491,6144.457,6306.014,264.7256496,298.3332986,347.4023895,405.5288766,542.71486,598.6667149,570.4528899,687.0734913,851.2254005,1016.497408,1130.596851,949.4668268,820.7390997,738.1922644,697.5520088,740.1010713,1049.938786,1247.570106,1512.261457,1483.804357,1786.825483,1765.449168,1851.35155,1411.087781,1093.698146,1444.435412,1578.776431,1609.609254,1523.365392,1526.14802,1294.136166,1332.203599,1472.404157,1673.506868,1936.854832,2110.217107,2218.65322,2530.583163,3167.735563,3163.051565,3172.644757,3688.306859,3896.881209,4158.187784,TG
Thailand,20607.323,21170.004,21754.554,22362.201,22994.162,23651.64,24335.837,25047.943,25789.096,26560.316,27362.31,28195.264,29058.659,29951.191,30870.998,31816.307,32784.476,33774.079,34785.711,35820.705,36878.58,37959.301,39057.78,40162.277,41257.648,42332.566,43382.444,44408.422,45412.214,46397.977,47369.137,48319.564,49247.43,50165.305,51090.39,52031.925,53003.237,53993.052,54956.736,55833.321,56582.726,57184.324,57661.001,58069.612,58491.145,58983.954,59562.136,60206.941,60903.042,61623.143,62343.379,63069.07,63797.841,64488.338,65087.4,65559.487,65883.961,66076.927,66185.34,66277.335,66402.316,7373.958873,7675.7516,8509.221782,11279.84827,14260.53106,15488.94237,17676.72048,20585.10816,24984.11326,28482.71923,33467.23715,36045.56177,37849.3212,41421.21262,43236.46923,40239.65805,44580.31716,52275.05506,63790.05987,74738.19316,88299.40077,101062.4555,115366.977,128654.7408,146428.0336,168997.7245,182738.2296,149919.0428,113472.8603,126448.2869,126147.8812,120051.8546,134300.9034,152280.6888,172895.5612,188847.2752,221035.8669,262081.2234,290174.3392,279981.953,338778.3229,366946.3745,393185.3733,420167.4395,TH
Tajikistan,1531.502,1576.454,1624.542,1674.117,1724.204,1774.504,1825.437,1878.098,1934.134,1995.539,2064.035,2140.413,2223.956,2312.193,2401.598,2489.648,2575.335,2659.452,2743.461,2829.641,2919.586,3013.956,3112.041,3212.446,3313.144,3412.819,3511.05,3608.761,3707.624,3809.991,3917.642,4030.104,4146.923,4269.775,4400.743,4540.688,4690.913,4849.253,5008.827,5160.375,5297.286,5417.554,5523.207,5616.797,5702.611,5784.33,5862.347,5937.177,6012.933,6094.661,6186.152,6289.34,6404.118,6529.609,6663.929,6805.655,6954.522,7111.025,7275.252,7447.396,7627.326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2840.503217,2726.667092,1980.062584,1694.715924,1362.125054,1218.108674,1032.436964,911.6686627,1305.458568,1074.584549,860.590006,1080.772703,1221.106073,1555.318431,2076.142972,2312.352268,2830.213563,3719.524181,5161.270577,4979.471964,5642.221529,6522.755783,7633.015259,8505.985573,TJ
Tokelau,1.57,1.516,1.504,1.522,1.56,1.61,1.666,1.723,1.778,1.828,1.873,1.91,1.938,1.951,1.948,1.924,1.878,1.813,1.739,1.67,1.618,1.587,1.574,1.574,1.576,1.574,1.566,1.554,1.544,1.542,1.553,1.58,1.618,1.66,1.694,1.713,1.712,1.696,1.669,1.637,1.609,1.583,1.558,1.538,1.524,1.52,1.529,1.548,1.566,1.571,1.552,1.504,1.434,1.351,1.272,1.21,1.167,1.141,1.13,1.129,1.135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TK
East Timor,433.398,438.379,443.629,449.209,455.164,461.526,468.314,475.535,483.181,491.235,499.681,508.504,517.704,527.291,537.285,547.688,558.117,568.447,579.192,591.077,604.392,620.138,637.603,653.367,662.803,662.981,652.114,632.227,608.878,589.862,580.73,583.567,596.572,616.65,638.938,659.876,678.277,695.175,711.794,730.158,751.488,776.772,804.803,832.053,853.716,866.7,869.024,862.622,853.069,848.23,853.585,871.353,899.367,933.369,966.987,995.619,1018.013,1035.706,1050.244,1064.191,1079.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208.976964,240.765727,306.254934,353.561044,399.79595,451.04083,526.619871,490.118629,558.826848,386.770017,452.782966,474.059281,485.673112,505.659429,1089.480191,1812.977173,2823.66464,2964.64738,4438.438871,3298.421819,4215.47591,5727.453084,5579.01369,4941.133528,TL
Turkmenistan,1211,1228.378,1252.66,1282.584,1317.126,1355.501,1397.172,1441.843,1489.418,1539.955,1593.501,1649.914,1708.711,1769.008,1829.697,1890,1949.425,2008.148,2066.889,2126.749,2188.499,2252.386,2318.07,2385.039,2452.528,2520.002,2587.417,2655.036,2723.006,2791.575,2861,2931.343,3002.785,3075.867,3151.262,3229.499,3310.059,3392.823,3479.088,3570.558,3668,3772.35,3881.973,3991.917,4095.512,4188.01,4267.69,4335.991,4395.293,4449.427,4501.419,4551.762,4600.171,4648.037,4696.876,4747.839,4801.595,4858.236,4917.543,4978.962,5041.995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3072.581533,3028.649022,2634.086774,2737.20822,2311.848749,2190.14137,2379.541799,2681.068281,2861.812276,3856.923077,4932.307692,6753.648654,8699.983269,11272.01146,12161.1066,14189.28066,16229.1773,18493.80995,21628.51703,20214.38596,22148.07018,29233.33333,35164.21053,41850.87719,TM
Tunisia,3098.621,3174.686,3252.147,3330.379,3409.086,3488.301,3568.411,3650.131,3734.441,3822.481,3915.22,4013.115,4115.805,4221.985,4329.767,4437.772,4545.919,4654.636,4763.704,4872.974,4982.564,5092.185,5202.454,5315.531,5434.278,5560.778,5695.769,5838.798,5989.249,6145.995,6308.096,6475.068,6646.813,6823.131,7003.884,7188.667,7376.818,7567.199,7758.276,7948.214,8135.302,8319.297,8499.285,8672.158,8834.117,8982.649,9116.617,9237.249,9347.451,9451.481,9552.776,9652.12,9749.636,9847.323,9947.369,10051.352,10160.243,10273.932,10391.46,10511.204,10631.83,1580.150283,1850.153457,2456.627935,2998.181653,3893.032694,4752.807683,4949.577701,5610.218971,6552.819653,7892.697818,9598.966475,9253.650094,8929.910897,8892.063984,8819.063797,9233.652,9900.715369,10646.09058,11084.74167,11090.78496,13519.51197,14283.16247,17014.06954,16038.48935,17163.86814,19795.27559,21504.38898,20746.65918,21802.97848,22943.28528,21473.48592,22065.91093,23141.73207,27454.00721,31183.95143,32272.17686,34376.6646,38909.88079,44855.06925,43455.75725,44051.13385,45877.36512,45131.71272,46883.48045,TN
Tonga,47.22,49.311,51.171,52.784,54.154,55.324,56.366,57.386,58.508,59.874,61.6,63.74,66.255,69,71.757,74.363,76.787,79.048,81.096,82.879,84.37,85.52,86.349,86.985,87.609,88.347,89.258,90.296,91.361,92.3,93.007,93.451,93.682,93.774,93.838,93.953,94.149,94.403,94.687,94.952,95.165,95.321,95.443,95.56,95.712,95.928,96.218,96.574,96.991,97.457,97.962,98.504,99.083,99.691,100.319,100.96,101.617,102.289,102.947,103.557,104.098,17.0971981,19.36656271,23.25803804,34.39495617,46.02001711,42.52106045,39.37345936,44.7302176,54.41731505,58.41127721,78.88835173,81.87383028,85.28862189,85.77843724,85.62630478,73.17308713,87.5484518,105.2765162,145.1529586,151.6168812,162.0774813,195.2332132,192.6952486,190.2050627,194.4463847,203.2442088,220.3358399,212.8897822,189.3362509,195.3410252,189.2790128,166.8672774,181.4561457,207.2254917,240.0633658,263.8139194,293.3538841,305.8956337,341.5284622,326.3711401,374.0317667,448.2487532,465.5985655,439.5296029,TO
Turkey,21238.496,21806.355,22393.931,22999.018,23619.469,24253.2,24898.17,25552.398,26214.022,26881.379,27553.28,28229.291,28909.985,29597.047,30292.969,31000.167,31718.266,32448.404,33196.289,33969.201,34772.031,35608.079,36475.356,37366.922,38272.701,39185.637,40100.696,41020.211,41953.105,42912.35,43905.79,44936.836,45997.94,47072.603,48138.191,49178.079,50186.914,51168.27,52125.597,53065.801,53994.605,54911.233,55815.175,56713.073,57613.441,58522.32,59442.502,60372.413,61308.204,62243.779,63174.483,64100.297,65022.3,65938.265,66845.635,67743.052,68626.337,69496.513,70363.511,71241.08,72137.546,24444.10116,23057.15247,28974.91166,36384.87633,50190.55198,62734.7855,71763.03618,81839.38119,90346.50944,123318.9285,92476.66027,95495.58789,86764.24211,82911.91265,80641.27502,90378.97493,101796.1748,117175.6311,122128.8501,144027.0894,202545.7796,203036.7394,213862.7085,242531.2741,175628.2021,227606.7782,243933.0383,255243.1829,269262.0543,249761.6577,266559.6451,196007.1955,232530.4849,303008.2892,392156.0281,482985.9112,530917.4091,647139.7815,730325.3174,614569.8706,731144.3923,774775.1773,788862.8925,822148.9177,TR
Trinidad and Tobago,645.628,658.83,675.742,695.467,717.161,740.036,763.355,786.438,808.663,829.489,848.481,865.356,880.019,892.571,903.272,912.419,919.902,925.918,931.466,937.846,945.996,956.364,968.742,982.594,997.052,1011.487,1025.655,1039.757,1054.109,1069.199,1085.308,1102.562,1120.61,1138.673,1155.701,1170.935,1184.053,1195.243,1204.89,1213.625,1221.904,1229.906,1237.486,1244.41,1250.316,1255.001,1258.365,1260.677,1262.544,1264.781,1267.98,1272.347,1277.723,1283.868,1290.379,1296.933,1303.478,1310.04,1316.449,1322.518,1328.095,821.9999996,896.7650947,1083.652164,1308.683709,2042.147319,2442.624147,2500.629744,3138.750001,3562.500001,4602.500002,6235.833336,6992.083336,8140.41667,7763.750003,7757.083335,7375.918367,4794.444444,4797.777778,4496.910569,4323.058824,5068,5308,5439.529412,4576.818833,4947.23214,5329.201084,5759.637106,5737.819204,6043.687133,6808.966645,8154.390168,8824.817577,9008.297748,11305.4598,13280.30015,15982.3903,18369.10574,20903.967,25968.15823,21112.40084,20578.43754,23541.80385,23224.85665,24462.50535,TT
Tuvalu,5.166,5.221,5.294,5.378,5.468,5.562,5.658,5.758,5.863,5.978,6.104,6.242,6.391,6.542,6.687,6.819,6.935,7.037,7.128,7.213,7.296,7.379,7.459,7.538,7.613,7.685,7.752,7.816,7.883,7.959,8.051,8.16,8.284,8.413,8.537,8.648,8.741,8.821,8.889,8.949,9.004,9.056,9.103,9.148,9.188,9.227,9.264,9.298,9.334,9.374,9.419,9.471,9.53,9.59,9.646,9.694,9.732,9.764,9.788,9.808,9.827,2.585174334,2.747866459,3.028236127,3.783673016,4.013522301,3.847741362,3.797642001,3.54625787,3.853304368,3.998562929,4.296581101,4.721823885,3.785516481,3.995441506,4.341304778,3.515620909,4.370396326,5.31025501,7.525538938,8.207359922,9.539000356,10.14523141,10.70907931,9.57866391,11.42825113,11.76250387,12.49319828,13.39755674,12.9813621,13.78225104,12.2628554,12.83880953,14.63922035,18.33392391,21.62056036,21.89713931,22.90256648,27.03099603,30.29077026,27.10131279,31.82470128,39.31350869,39.87570812,38.33821371,TV
Tanzania,7649.766,7847.33,8055.934,8274.754,8503.215,8740.984,8987.984,9244.381,9510.559,9787.067,10074.49,10373.284,10683.653,11005.491,11338.544,11682.873,12038.204,12405.366,12786.833,13185.844,13604.627,14044.585,14504.939,14983.047,15475.026,15978.207,16491.793,17017.107,17556.181,18111.999,18686.808,19282.215,19898.033,20532.688,21183.696,21849.853,22527.517,23218.477,23933.171,24685.791,25484.814,26337.403,27236.099,28157.055,29067.333,29944.302,30780.453,31586.039,32378.333,33183.093,34020.512,34895.398,35806.497,36760.831,37765.139,38824.384,39942.347,41119.693,42353.79,43639.752,44973.33,1905.632973,2038.796687,2320.899637,2769.554375,3326.387116,3829.363358,4147.263873,4954.664887,5934.421212,6282.324518,7310.466382,8433.260441,8923.975178,9002.466492,8269.931884,9119.641377,6442.397395,4514.26358,5261.008643,5618.967181,5370.673231,6070.164397,5402.906626,4929.956846,5087.906603,5927.506632,7327.238237,8666.828918,9454.256362,9697.847589,10185.78617,10383.561,10805.60007,11659.12981,12825.80192,14141.91748,14331.23124,16825.54723,20715.08581,21368.16503,22915.01937,23874.16362,28248.6321,33224.94745,TZ
Ukraine,37297.652,37815.85,38360.55,38916.293,39471.695,40019.446,40556.522,41083.972,41606.286,42130.33,42662.162,43203.646,43749.474,44285.898,44794.336,45261.976,45682.418,46060.661,46409.304,46746.974,47086.954,47433.774,47782.683,48126.562,48454.371,48758.333,49036.548,49292.5,49530.219,49755.806,49973.757,50182.62,50380.588,50571.093,50758.465,50944.246,51129.093,51307.274,51465.783,51587.406,51658.594,51678.509,51647.501,51555.398,51390.495,51146.967,50821.019,50421.998,49974.187,49510.626,49057.226,48620.596,48200.504,47807.199,47450.472,47135.932,46871.328,46653.183,46461.35,46267.306,46050.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90314.42675,85203.09121,78477.53286,68918.117,54242.69923,48645.77257,44558.84176,50151.52261,41882.52904,31580.6421,31261.52677,38008.93185,42392.69706,50133.06297,64880.85696,86141.53061,107753.0693,142719.0099,179991.674,117227.1629,136418.6228,163422.4953,176602.7806,182025.6474,UA
Uganda,5158.193,5308.672,5455.539,5601.242,5748.208,5898.834,6055.517,6220.628,6396.454,6585.103,6788.211,7006.629,7240.155,7487.412,7746.181,8014.376,8292.751,8580.647,8872.89,9162.794,9446.024,9720.388,9988.441,10256.553,10533.82,10827.097,11139.632,11470.628,11818.135,12178.512,12549.779,12930.714,13324.39,13738.114,14181.63,14661.481,15180.721,15736.176,16320.417,16922.648,17534.839,18156.095,18788.44,19430.461,20081.152,20740.726,21407.693,22084.527,22780.451,23507.8,24275.641,25088.033,25943.441,26838.428,27766.986,28724.869,29711.397,30728.747,31778.799,32864.328,33987.213,1569.398094,1736.355441,1886.61687,2208.017262,2673.955059,3107.599502,3278.185328,3528.56914,3625.270893,3433.993914,3648.524922,4066.119646,4654.434987,5144.013256,5079.990488,5226.600985,5953.3968,6660.214693,7615.252899,6725.944636,4757.741949,3856.854122,4142.119743,4281.034288,6732.221075,7876.589073,7981.97075,8596.075244,8256.704053,7838.848284,7469.261306,7764.59874,8167.88265,8632.621875,10330.20827,12294.7398,13483.79656,16591.34888,20055.28941,20165.59492,21619.63569,23553.69603,25515.42845,26443.72641,UG
United States,157813.04,159927.223,162362.839,165051.157,167929.118,170939.332,174030.089,177155.35,180274.714,183353.362,186361.893,189276.155,192077.088,194750.658,197288.044,199686.185,201937.061,204047.057,206047.91,207983.897,209891.345,211781.565,213659.358,215546.789,217467.429,219439.031,221475.044,223577.684,225738.519,227941.881,230176.361,232441.494,234742.529,237080.098,239455.612,241870.002,244328.858,246832.552,249371.28,251931.44,254506.647,257076.988,259652.287,262290.373,265070.064,268039.654,271231.546,274606.475,278053.607,281419.13,284594.395,287532.638,290270.187,292883.01,295487.267,298165.797,300942.917,303786.752,306657.153,309491.893,312247.116,1075900,1167800,1282400,1428500,1548800,1688900,1877600,2086000,2356600,2632100,2862500,3211000,3345000,3638100,4040700,4346700,4590200,4870200,5252600,5657700,5979600,6174000,6539300,6878700,7308800,7664100,8100200,8608500,9089200,9660600,10284800,10621800,10977500,11510700,12274900,13093700,13855900,14477600,14718600,14418700,14964400,15517900,16163200,16768100,US
Uruguay,2238.506,2261.338,2286.262,2313.215,2342.064,2372.603,2404.554,2437.571,2471.245,2505.127,2538.779,2571.834,2604.042,2635.294,2665.561,2694.714,2723.055,2750.273,2774.949,2795.223,2809.981,2818.462,2821.645,2822.306,2824.291,2830.378,2841.603,2857.218,2876.019,2896.016,2915.735,2934.985,2954.236,2973.436,2992.644,3011.918,3031.053,3049.987,3069.112,3088.98,3109.941,3131.936,3154.657,3177.867,3201.235,3224.383,3247.585,3270.549,3291.677,3308.884,3320.841,3326.762,3327.5,3325.411,3323.822,3325.155,3330.217,3338.384,3348.898,3360.431,3371.982,2537.645161,3048.552419,2450.067269,3128.676886,4334.170819,3824.532836,4007.226949,4487.941894,5377.141229,7698.314225,10642.19498,11880.15936,9727.902141,5635.610957,5355.153238,5225.664528,6493.946628,8136.331259,8395.98429,8603.748975,9239.41892,11095.73733,14222.51111,16568.27058,19298.68442,21312.17467,22657.0977,23969.73839,25385.88779,23983.93199,22823.24954,20898.7583,13606.50391,12045.65261,13686.37297,17362.83938,19579.48673,23410.56686,30366.19333,30461.29509,38881.01639,47236.72771,50003.36032,55707.97866,UY
Uzbekistan,6313.997,6461.092,6633.911,6826.552,7034.674,7255.501,7487.907,7732.33,7990.524,8265.144,8558.503,8871.244,9201.176,9542.785,9888.629,10233.502,10574.523,10913.36,11254.896,11606.438,11972.994,12356.359,12753.995,13161.372,13571.927,13980.997,14386.952,14791.449,15197.091,15607.909,16026.812,16454.356,16889.45,17331.39,17778.956,18231.176,18686.358,19144.237,19606.739,20076.683,20555.113,21042.262,21534.297,22023.116,22498.069,22950.898,23381.25,23789.736,24170.76,24517.962,24828.562,25098.636,25334.021,25553.928,25784.397,26044.401,26340.696,26668.95,27023.2,27392.784,27769.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14726.49767,15141.83774,13752.4478,13756.5552,13318.88447,13474.30717,13953.53411,15525.77483,14987.11315,17080.51916,13759.44775,9335.4233,9876.841087,10159.05778,12086.65007,14395.94251,17378.23864,22358.22868,29653.6208,33847.88346,39525.87509,45558.47521,51413.53051,57209.82451,UZ
Vatican City,0.905,0.887,0.884,0.889,0.897,0.905,0.91,0.912,0.911,0.908,0.906,0.904,0.901,0.896,0.881,0.855,0.817,0.767,0.715,0.672,0.648,0.644,0.66,0.685,0.711,0.729,0.737,0.737,0.733,0.728,0.726,0.728,0.731,0.736,0.742,0.747,0.752,0.757,0.762,0.766,0.77,0.773,0.775,0.778,0.78,0.781,0.782,0.783,0.785,0.786,0.787,0.789,0.792,0.794,0.796,0.798,0.799,0.799,0.799,0.799,0.799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VA
Saint Vincent and the Grenadines,67,68.067,69.27,70.594,72.022,73.528,75.081,76.642,78.168,79.616,80.948,82.144,83.206,84.167,85.076,85.972,86.86,87.736,88.615,89.518,90.457,91.44,92.465,93.516,94.572,95.614,96.639,97.649,98.634,99.589,100.506,101.378,102.202,102.985,103.742,104.477,105.197,105.892,106.533,107.081,107.509,107.811,108.001,108.097,108.129,108.122,108.078,108.001,107.923,107.879,107.897,107.989,108.15,108.353,108.562,108.749,108.908,109.045,109.158,109.249,109.316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VC
Venezuela,5093.708,5292.421,5508.967,5739.4,5980.596,6230.246,6486.898,6749.914,7019.38,7295.937,7580.281,7872.644,8172.322,8477.485,8785.731,9095.742,9406.598,9719.951,10040.248,10373.554,10724.328,11093.065,11478.612,11881.567,12302.193,12739.894,13196.169,13669.054,14150.223,14628.595,15096.432,15549.525,15990.376,16426.198,16867.806,17322.754,17793.283,18275.997,18766.017,19256.06,19740.786,20218.813,20691.641,21160.262,21626.607,22092.144,22556.838,23020.184,23482.7,23945.002,24407.553,24870.441,25333.622,25797.219,26261.326,26725.897,27190.882,27655.937,28120.312,28583.04,29043.283,13830.12886,15190.14705,16729.6786,19926.16744,30529.7186,32124.83488,36750.7807,42354.90465,45987.43907,56508.29674,69147.36186,77581.83814,79230.26977,79019.18349,57933.30057,59963.24227,58560.73039,46477.12324,58280.38159,41437.51388,47036.36731,51726.26033,58464.3447,58097.534,57162.98271,74888.88334,68255.64492,85837.67856,91336.76326,97972.84246,117146.466,122911.0367,92889.58698,83529.13092,112451.4004,145513.4897,183477.5221,230364.0126,315600.2035,329418.9795,393807.5114,316482.1908,381286.2378,371338.9775,VE
