FULLNAME,POPULATION1950,POPULATION1951,POPULATION1952,POPULATION1953,POPULATION1954,POPULATION1955,POPULATION1956,POPULATION1957,POPULATION1958,POPULATION1959,POPULATION1960,POPULATION1961,POPULATION1962,POPULATION1963,POPULATION1964,POPULATION1965,POPULATION1966,POPULATION1967,POPULATION1968,POPULATION1969,POPULATION1970,POPULATION1971,POPULATION1972,POPULATION1973,POPULATION1974,POPULATION1975,POPULATION1976,POPULATION1977,POPULATION1978,POPULATION1979,POPULATION1980,POPULATION1981,POPULATION1982,POPULATION1983,POPULATION1984,POPULATION1985,POPULATION1986,POPULATION1987,POPULATION1988,POPULATION1989,POPULATION1990,POPULATION1991,POPULATION1992,POPULATION1993,POPULATION1994,POPULATION1995,POPULATION1996,POPULATION1997,POPULATION1998,POPULATION1999,POPULATION2000,POPULATION2001,POPULATION2002,POPULATION2003,POPULATION2004,POPULATION2005,POPULATION2006,POPULATION2007,POPULATION2008,POPULATION2009,POPULATION2010,GDP1970,GDP1971,GDP1972,GDP1973,GDP1974,GDP1975,GDP1976,GDP1977,GDP1978,GDP1979,GDP1980,GDP1981,GDP1982,GDP1983,GDP1984,GDP1985,GDP1986,GDP1987,GDP1988,GDP1989,GDP1990,GDP1991,GDP1992,GDP1993,GDP1994,GDP1995,GDP1996,GDP1997,GDP1998,GDP1999,GDP2000,GDP2001,GDP2002,GDP2003,GDP2004,GDP2005,GDP2006,GDP2007,GDP2008,GDP2009,GDP2010,GDP2011,GDP2012,GDP2013,NAME
Bulgaria,7250.999,7303.773,7359.997,7418.765,7479.367,7541.295,7604.251,7668.139,7733.026,7799.095,7866.472,7935.058,8004.367,8073.469,8141.171,8206.564,8269.118,8328.838,8386.016,8441.214,8494.765,8546.81,8596.962,8644.419,8688.112,8727.332,8761.231,8790.072,8815.565,8840.131,8865.235,8891.245,8916.713,8939.007,8954.518,8960.387,8956.741,8943.721,8918.66,8878.348,8821.111,8745.409,8653.532,8552.438,8451.634,8358.116,8274.592,8199.715,8131.424,8065.947,8000.51,7934.973,7870.488,7806.995,7744.575,7683.264,7622.852,7563.141,7504.206,7446.197,7389.175,9000.000008,8897.435905,10407.40741,12408.51065,13494.84537,11908.33333,12625,12908.33333,13981.71642,9408.374172,10842.60837,12435.75267,13515.59134,14531.19798,15557.82348,16486.49855,17526.76343,19062.18989,21888.87244,21991.81179,20726.0274,8402.373252,9476.118832,11931.28874,10692.23248,14433.80932,10110.04261,11195.76862,14631.32165,13669.41888,13353.96027,14303.85353,16343.50871,21101.34405,25919.6082,29299.96718,33650.35701,43636.17508,53315.73884,50161.70115,48669.33503,55766.70929,52589.84199,54481.10548,BG
Bahrain,115.614,116.919,119.689,123.593,128.333,133.653,139.332,145.185,151.067,156.865,162.501,167.924,173.107,178.048,182.774,187.348,191.782,196.203,200.953,206.469,213.102,220.808,229.588,239.86,252.139,266.686,283.843,303.236,323.511,342.829,359.902,374.125,385.95,396.447,407.223,419.425,433.491,449.006,465.254,481.142,495.944,509.645,522.751,535.711,549.17,563.73,579.697,597.4,617.537,640.913,668.239,698.749,732.541,772.058,820.505,879.534,950.951,1032.353,1116.038,1191.539,1251.513,422.0035516,454.9854678,575.5804282,820.2731278,1123.155693,1184.510018,1704.61016,2143.884345,2448.582231,2919.845264,3764.309882,4249.495447,4467.526927,4577.031528,4785.937614,4475.022766,3740.429415,3800.396218,4173.233306,4478.281832,4909.130285,5197.557577,5432.210287,5946.492302,6410.186474,6787.02484,7059.073352,7315.551862,6997.82656,7582.362409,9062.906941,8976.207763,9593.509106,11074.82214,13150.16688,15968.72681,18504.75861,21730.01243,25710.87441,22938.22034,25713.27362,29044.08541,30756.33265,32897.76133,BH
Burundi,2308.923,2359.234,2403.777,2445.836,2487.929,2531.8,2578.393,2627.88,2679.765,2733.05,2786.74,2840.375,2894.51,2950.903,3011.957,3079.034,3153.879,3235.125,3317.315,3392.949,3457.113,3507.593,3547.335,3582.95,3623.852,3676.991,3744.678,3825.426,3917.774,4018.846,4126.538,4239.795,4359.379,4486.938,4624.85,4774.155,4935.642,5106.707,5280.833,5449.339,5605.873,5749.774,5882.679,6003.704,6112.449,6209.923,6294.482,6369.573,6447.672,6545.273,6674.286,6839.376,7037.727,7264.34,7510.771,7770.392,8042.579,8328.312,8624.28,8926.687,9232.753,244.8157691,251.8778613,245.7311624,304.7189429,345.4997572,413.8242781,456.1765641,541.8670485,612.0668142,790.8290657,948.7829718,990.6324059,1042.844451,1104.180607,1003.65191,1168.18795,1230.484577,1159.132107,1086.365186,1128.742784,1145.415347,1164.448358,1084.05424,974.6610274,1068.605212,1000.228385,868.7853642,972.6577698,893.5143289,807.9867364,708.9700341,662.2119903,627.9747136,595.3610773,679.748248,1116.887484,1273.375078,1356.199387,1611.835857,1775.503975,2032.135191,2259.734565,2421.591944,2548.881335,BI
Benin,2255.221,2258.049,2264.378,2274.13,2287.225,2303.585,2323.131,2345.782,2371.461,2400.094,2431.62,2466.002,2503.232,2543.335,2586.362,2632.36,2681.382,2733.45,2788.551,2846.652,2907.769,2971.941,3039.3,3110.074,3184.547,3262.959,3345.501,3432.262,3523.27,3618.509,3718.024,3822.206,3931.355,4045.352,4163.968,4287.263,4414.45,4546.136,4685.375,4836.24,5001.271,5182.525,5378.226,5582.42,5786.794,5985.658,6176.318,6361.301,6546.493,6740.491,6949.366,7174.911,7414.744,7665.681,7922.796,8182.362,8443.671,8707.49,8973.293,9240.783,9509.798,298.1304081,316.396695,389.6506062,477.3057004,512.7547272,623.8903919,664.4434828,727.5053912,882.9901028,1075.43038,1374.174246,1299.953035,1267.894316,1095.447929,1051.225524,1045.663763,1335.625513,1562.385609,1619.731022,1502.155275,1844.895198,1898.216539,2112.941283,2140.100593,1503.6076,2169.695313,2361.116727,2268.301645,2455.092688,2488.892429,2359.122303,2499.269391,2807.651535,3557.224507,4050.864159,4358.007268,4705.080388,5511.877927,6633.553231,6584.541019,6557.804741,7289.718715,7543.281508,8307.233951,BJ
Bermuda,37.26,37.795,38.425,39.123,39.867,40.639,41.428,42.229,43.042,43.869,44.714,45.574,46.438,47.287,48.094,48.841,49.518,50.129,50.692,51.232,51.766,52.302,52.833,53.349,53.834,54.28,54.685,55.054,55.399,55.733,56.067,56.403,56.742,57.086,57.442,57.813,58.202,58.607,59.018,59.418,59.798,60.152,60.485,60.801,61.106,61.407,61.703,61.992,62.276,62.557,62.837,63.116,63.393,63.661,63.911,64.137,64.337,64.512,64.667,64.812,64.951,265.53611,300.8839123,335.519057,384.122285,445.5533442,491.7335385,550.5990316,597.6437856,646.4425396,751.5258638,902.4324069,986.968887,1101.104098,1226.38973,1291.037116,1428.256203,1585.802885,1735.769786,1854.571887,1966.357992,2034.951875,2114.195038,2150.214657,2290.22135,2382.30629,2556.766532,2714,2932.715906,3130.46,3324.9,3480.218951,3680.483,3937.228,4186.525,4484.702566,4868.135685,5414.299237,5895.047506,6109.92789,5806.378349,5744.413731,5550.77102,5537.53692,5573.70953,BM
Brunei,48.001,50.971,53.931,56.956,60.102,63.398,66.855,70.46,74.182,77.981,81.817,85.679,89.595,93.641,97.924,102.516,107.44,112.67,118.166,123.865,129.719,135.707,141.827,148.058,154.387,160.791,167.275,173.818,180.35,186.778,193.049,199.128,205.053,210.925,216.885,223.041,229.413,235.982,242.758,249.743,256.929,264.332,271.935,279.652,287.37,295.003,302.511,309.904,317.214,324.501,331.801,339.114,346.407,353.649,360.797,367.815,374.697,381.44,388.017,394.4,400.569,202.9874725,223.897088,306.9799158,490.9174916,1216.925304,1324.282758,1613.024817,1964.054012,2200.846382,3178.169118,5586.842809,4949.159649,4833.50943,4357.922904,4287.55524,3993.953713,2435.324252,2797.468878,2661.809037,2985.644596,3520.336117,3701.196155,4184.597867,4105.806564,4087.40238,4733.92838,5115.467,5196.639067,4049.948166,4599.527618,6001.280958,5601.020253,5843.367174,6557.404024,7872.190838,9531.437052,11470.48794,12247.34894,14393.50817,10732.66175,12370.50444,16691.37664,16953.95263,16111.11181,BN
Bolivia,2713.63,2767.798,2824.184,2882.803,2943.649,3006.701,3071.916,3139.236,3208.589,3279.901,3353.125,3428.27,3505.427,3584.782,3666.584,3751.047,3838.156,3927.961,4020.815,4117.153,4217.248,4321.324,4429.194,4540.197,4653.409,4768.177,4884.284,5001.971,5121.608,5243.771,5368.901,5497.112,5628.347,5762.673,5900.127,6040.757,6184.44,6331.219,6481.463,6635.658,6794.046,6956.736,7123.294,7292.745,7463.773,7635.362,7806.953,7978.521,8150.214,8322.408,8495.271,8669.066,8843.35,9016.787,9187.61,9354.709,9517.395,9676.456,9834.098,9993.406,10156.601,1010.10101,1094.276094,1278.676194,1299.350325,2148.925537,2398.8006,2748.625687,2765.404003,3020.324899,3274.035521,3520.355012,3884.601655,3945.757698,3918.52102,4033.143825,4122.016353,4100.425503,4314.43491,4597.612302,4715.97451,4867.583881,5343.262434,5643.867693,5734.706239,5981.149294,6715.147012,7396.948369,7925.736316,8497.494131,8285.063968,8397.855942,8141.517335,7905.48515,8082.399992,8773.156956,9549.120156,11451.84597,13120.08451,16674.30956,17340.02849,19649.72466,23948.67061,27067.35682,30601.11865,BO
Brazil,53974.725,55677.354,57437.103,59234.703,61058.213,62903.025,64772.307,66676.558,68632.26,70659.63,72775.883,74988.037,77286.629,79643.017,82017.016,84379.369,86721.875,89052.356,91377.49,93709.914,96060.361,98427.874,100812.672,103228.641,105693.434,108219.657,110808.302,113455.308,116160.978,118924.135,121740.438,124610.79,127525.42,130455.659,133364.277,136223.043,139023.394,141767.626,144452.622,147078.659,149648.341,152153.539,154597.985,157011.131,159432.909,161890.816,164392.423,166925.457,169472.347,172006.362,174504.898,176968.205,179393.768,181752.951,184010.283,186142.403,188134.315,189996.976,191765.567,193490.922,195210.154,35213.85757,39331.86759,50623.8411,71672.67542,91887.95875,108051.4089,127741.3695,148671.7415,168803.3539,186095.3225,191124.8047,225557.7006,238783.4754,170392.0849,175506.7492,187426.2314,225331.9112,247124.9958,276045.8138,375485.0115,402137.2017,374152.768,358403.948,402175.3531,573703.8652,768951.3258,839683.6136,871200.6122,843827.6055,587122.0657,644728.9234,554187.2775,506040.5131,552383.9949,663732.8948,882043.9486,1089254.334,1366853.758,1653536.437,1620165.226,2143035.26,2476651.196,2248817.052,2243854.44,BR
Bahamas,79.088,79.984,81.428,83.371,85.776,88.619,91.893,95.604,99.767,104.406,109.526,115.108,121.083,127.331,133.697,140.049,146.364,152.607,158.629,164.25,169.356,173.867,177.844,181.489,185.097,188.882,192.905,197.118,201.511,206.038,210.66,215.404,220.274,225.184,230.014,234.684,239.135,243.397,247.585,251.863,256.338,261.102,266.097,271.105,275.82,280.05,283.678,286.845,289.926,293.442,297.759,303.005,309.039,315.624,322.4,329.088,335.622,342.049,348.34,354.492,360.498,568.3367599,605.0760966,623.542807,707.9622141,756.4810948,892.0664389,971.472025,1161.777911,1335.546032,1579.47805,1580.694062,1812.952363,1826.206894,1792.280158,1942.457645,2256.188752,2531.372278,2811.055049,3135.973468,3579.720584,3700.379985,3636.622906,3634.28453,3614.057954,3809.051306,4008.567701,4550.254774,4914.961999,5510.339151,6020.012852,6327.572599,6516.655298,6958.01047,6949.314664,7094.429439,7706.222073,7965.587855,8318.996685,8246.648105,7820.420471,7909.58,7931.49,8218.82,8420.36,BS
Bhutan,176.795,181.494,186.17,190.825,195.47,200.114,204.778,209.483,214.259,219.138,224.155,229.348,234.758,240.424,246.388,252.698,259.344,266.373,273.954,282.302,291.555,301.758,312.823,324.583,336.802,349.28,362.006,374.953,387.893,400.551,412.745,424.082,434.592,445.008,456.362,469.244,484.39,501.192,517.306,529.519,535.738,534.905,528.304,519.056,511.588,509.105,512.594,521.146,533.737,548.599,564.35,580.888,598.455,616.383,633.893,650.417,665.568,679.365,692.159,704.542,716.939,61.77564435,66.32873025,70.09848139,78.85374325,92.84697064,86.7695395,88.40907401,97.82668083,94.03071355,105.3158237,128.593292,144.7159224,152.191512,170.8199189,167.8186125,172.2032302,203.7643741,245.2882771,264.62198,254.2143252,273.6000418,233.143033,234.7032431,220.8576936,259.5529433,289.1351741,305.6406396,356.322548,360.3734674,401.8091924,439.1425498,476.3968971,537.0466071,621.9822534,702.7368065,818.86961,897.7313599,1196.090841,1258.339593,1264.749979,1585.464241,1820.20914,1823.690223,1781.261397,BT
Botswana,412.533,425.273,437.201,448.478,459.273,469.76,480.123,490.554,501.246,512.393,524.173,536.728,550.152,564.484,579.729,595.904,613.097,631.398,650.835,671.416,693.176,716.052,740.118,765.685,793.164,822.806,854.746,888.776,924.373,960.807,997.534,1034.324,1071.254,1108.461,1146.205,1184.657,1223.738,1263.269,1303.192,1343.44,1383.912,1424.513,1465.072,1505.303,1544.865,1583.453,1620.989,1657.349,1692.148,1724.924,1755.375,1783.349,1808.976,1832.602,1854.739,1875.805,1895.944,1915.187,1933.719,1951.715,1969.341,66.79733096,88.11231848,114.6934039,169.4335033,235.5128932,274.0911107,296.9631302,382.8307817,455.9127659,594.5731273,852.4233933,974.3478869,853.4651035,926.3933539,969.8426201,837.5915578,1119.259574,1541.996035,1787.99838,3020.185206,3721.284135,3867.409908,4069.182434,4082.61365,4259.258811,4730.599691,4847.757704,5020.265168,4790.481509,5484.26305,5788.311645,5489.649947,5438.851395,7511.538765,8957.491785,9931.223496,10126.99049,10939.02816,11113.04224,10106.83729,13746.71271,15292.42476,14410.97965,14778.30155,BW
Belarus,7745.003,7717.694,7711.019,7724.116,7755.604,7803.585,7865.603,7938.685,8019.456,8104.335,8190.113,8274.578,8357.056,8438.641,8521.541,8607.137,8695.532,8785.232,8874.173,8959.621,9039.648,9113.605,9182.128,9246.214,9307.456,9367.178,9425.264,9481.733,9538.216,9596.753,9658.658,9724.027,9791.955,9861.395,9930.816,9998.629,10065.016,10128.929,10186.074,10230.977,10259.86,10270.813,10265.144,10246.346,10219.676,10189.075,10156.258,10120.556,10080.772,10034.775,9981.46,9920.173,9852.866,9784.111,9719.991,9664.714,9620.359,9585.368,9555.801,9525.785,9491.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18855.10698,19212.775,17755.59073,16803.61856,15156.18625,13855.7834,14500.45264,14097.70761,15222.14023,12138.4693,10417.79299,12354.82014,14594.92811,17825.43748,23141.59307,30210.09184,36961.81547,45275.73877,60752.1648,49208.64986,55220.94907,59734.60255,63615.44255,71709.51365,BY
Belize,68.918,71.243,73.428,75.554,77.686,79.872,82.14,84.503,86.956,89.483,92.068,94.701,97.389,100.166,103.07,106.121,109.344,112.699,116.061,119.26,122.179,124.792,127.148,129.294,131.306,133.261,135.145,136.991,138.972,141.308,144.151,147.566,151.498,155.82,160.342,164.916,169.547,174.25,178.906,183.368,187.552,191.368,194.894,198.42,202.348,206.962,212.375,218.484,225.083,231.86,238.586,245.198,251.766,258.346,265.04,271.92,278.985,286.196,293.544,301.016,308.595,25.21137837,31.95496831,41.54079917,67.55747884,90.12659188,104.4222546,82.31217666,105.8,120.8,141.2,194.7,192.9,179.25,189,210.9,209.2,227.9,276.5,314.9,363.15,405.45,432.65,468,530.48,552.25,586.585,641.3,654.4,688.9,732.35,832.0724645,871.860611,932.5518705,990.374039,1057.845487,1114.202695,1217.442147,1290.542559,1368.625138,1336.957274,1397.113432,1487.005588,1573.867324,1624.294261,BZ
Canada,13736.997,14100.099,14481.539,14882.002,15300.396,15733.858,16177.617,16625.129,17068.465,17498.973,17909.232,18295.159,18657.831,19004.278,19345.253,19688.687,20035.772,20384.144,20733.877,21084.28,21434.401,21785.605,22137.281,22484.01,22818.515,23135.845,23435.183,23719.05,23990.204,24252.856,24511.056,24763.8,25012.782,25267.944,25542.032,25843.476,26176.653,26537.301,26914.365,27291.856,27657.79,28009.467,28349.228,28676.325,28991.24,29294.899,29586.368,29866.502,30140.562,30415.664,30697.425,30986.788,31283.746,31591.631,31914.08,32253.092,32610.984,32985.806,33369.898,33752.618,34126.24,87761.01412,99121.63407,112906.7952,131124.0731,160158.9586,173576.418,206255.8253,211299.9202,218304.7758,242696.801,273432.9824,305746.4779,313444.5587,340314.2879,353896.8394,362964.5182,375653.8324,429023.8124,506014.2872,563643.3252,592027.5974,608249.8582,590135.887,574845.2447,575982.6601,602003.3651,626965.056,650993.175,631448.1368,674310.8614,739450.9498,732735.4719,752522.9107,887782.392,1018386.227,1164179.474,1310795.189,1457872.838,1542560.729,1370839.154,1614072.094,1788740.879,1832715.597,1838964.175,CA
Democratic Republic of the Congo,12183.661,12428.829,12680.934,12944.393,13222.519,13517.519,13830.444,14161.242,14508.911,14871.771,15248.246,15637.715,16041.247,16461.914,16903.899,17369.859,17861.86,18378.189,18913.177,19458.874,20009.902,20563.258,21121.467,21691.346,22282.713,22902.275,23554.958,24238.011,24941.431,25650.884,26357.407,27060.353,27767.775,28490.51,29243.529,30039.873,30871.855,31740.965,32679.158,33727.905,34910.591,36253.025,37731.02,39257.294,40711.816,42012.524,43122.601,44078.397,44960.941,45889.1,46949.244,48167.045,49516.96,50972.323,52487.293,54028.003,55590.838,57187.942,58819.038,60486.276,62191.161,4790.419162,5389.221557,5988.023952,7784.431138,8982.035928,9580.838323,9088.040391,11908.9317,17942.58373,15622.73977,16075.73457,13690.81574,13568.16699,11640.08846,7059.556355,7520.719582,8706.337257,7421.34839,8485.315112,14159.75614,15032.8949,14187.89395,13009.42945,16975.06943,9205.583251,8946.579641,9155.409422,9419.104879,9853.19686,3131.856039,2981.728591,8349.998629,8728.022248,8937.648681,10297.49508,11964.55831,14296.61057,16364.00924,19206.05022,18262.72996,21561.99339,25835.37223,29306.26964,32690.84173,CD
Central African Republic,1326.653,1339.842,1353.47,1367.805,1383.078,1399.493,1417.218,1436.392,1457.118,1479.472,1503.501,1529.229,1556.656,1585.765,1616.515,1648.83,1682.874,1718.558,1755.26,1792.15,1828.71,1864.745,1900.665,1937.323,1975.917,2017.379,2061.62,2108.539,2158.987,2213.997,2274.089,2340.047,2411.118,2484.402,2555.936,2622.989,2684.214,2740.708,2795.175,2851.604,2912.824,2979.588,3050.789,3125.144,3200.633,3275.695,3350.299,3424.733,3498.14,3569.523,3638.316,3704.045,3767.248,3829.636,3893.595,3960.897,4032.102,4106.897,4185.106,4266.247,4349.921,197.8601758,210.7758568,240.9791823,283.7360113,294.4245111,396.1879983,472.0360824,530.7807256,638.8420104,733.2027963,833.9431591,726.9657358,782.9513973,689.1692692,667.3450701,904.8833028,1174.214101,1256.585294,1323.450843,1291.048294,1507.401272,1441.132986,1477.274511,1337.975404,890.5747922,1167.020504,1054.441273,981.1490976,1012.116,1045.74277,956.8320945,974.9673904,1037.278713,1192.51345,1328.871606,1412.805702,1537.502785,1754.928634,2033.153896,2029.424164,2033.813912,2265.951515,2236.749993,1585.255655,CF
Republic of the Congo,807.726,824.199,841.554,859.775,878.862,898.832,919.717,941.568,964.449,988.429,1013.581,1039.958,1067.589,1096.468,1126.573,1157.905,1190.424,1224.187,1259.394,1296.306,1335.09,1375.876,1418.556,1462.767,1508,1553.903,1600.295,1647.32,1695.348,1744.922,1796.412,1849.97,1905.411,1962.375,2020.333,2078.914,2138.09,2198.025,2258.785,2320.488,2383.283,2447.02,2511.819,2578.424,2647.817,2720.633,2797.572,2878.333,2961.357,3044.444,3126.204,3205.636,3283.719,3363.418,3448.868,3542.867,3646.653,3758.858,3876.475,3995.146,4111.715,262.1279946,299.8150143,360.1867022,480.06816,579.972135,683.3839669,708.9125324,707.0385119,878.7983605,1194.373054,1705.78265,1993.534407,2160.70143,2097.392379,2193.601963,2160.983835,1849.252333,2297.63392,2212.415446,2424.777039,2798.746051,2724.853508,2933.222706,2684.323618,1776.461921,2116.003868,2540.697538,2322.719101,1924.9031,2353.909442,3219.910666,2794.259756,3019.993723,3495.868725,4648.628839,6086.924578,7731.270258,7435.5247,10176.0753,9338.968265,12281.04592,14797.53472,13656.32125,14021.6199,CG
Switzerland,4668.088,4726.283,4788.958,4851.987,4912.885,4970.81,5026.664,5082.993,5143.672,5213.397,5296.12,5393.411,5503,5618.16,5729.465,5829.958,5916.911,5991.681,6056.358,6114.719,6169.357,6221.634,6270.112,6311.468,6341.051,6356.178,6355.245,6341.216,6321.583,6306.578,6303.608,6315.799,6341.369,6376.791,6416.275,6455.68,6493.442,6531.16,6571.461,6618.268,6673.92,6739.995,6814.186,6890.3,6959.86,7017.042,7059.633,7090.176,7113.505,7136.813,7165.581,7200.783,7241.511,7289.079,7344.597,7408.608,7482.167,7564.712,7653.062,7742.768,7830.534,24213.56291,29097.42219,35688.10631,47993.93334,55311.26963,63411.28769,66325.70671,70839.03852,99068.13388,111359.0642,118709.7397,108718.7507,111433.131,111033.3827,106019.8609,107495.1417,154094.0752,192982.704,208774.004,201569.5707,257428.035,260461.416,271130.1588,263688.0111,291915.3976,341767.8967,329616.6698,286601.5417,294974.8064,289892.7874,271652.8628,278626.2862,301126.358,351995.4752,393543.0155,407543.2937,429180.7323,477421.3695,551552.0409,539507.5862,581208.571,696278.7575,666100.6051,685434.2089,CH
Ivory Coast,2630.131,2692.657,2758.455,2827.844,2901.307,2979.491,3063.218,3153.472,3251.367,3358.089,3474.724,3602.075,3740.503,3889.859,4049.675,4219.739,4400.054,4591.238,4794.399,5010.962,5241.914,5487.594,5747.633,6021.405,6307.936,6606.395,6916.167,7237.015,7568.872,7911.804,8265.549,8630.174,9004.637,9386.245,9771.533,10158.033,10543.628,10928.719,11316.361,11711.125,12115.806,12530.078,12950.995,13375.363,13798.862,14217.43,14632.391,15042.149,15436.47,15802.248,16131.332,16420.173,16674.987,16909.801,17144.325,17393.994,17662.417,17949.061,18260.044,18601.342,18976.588,1500.930867,1597.118896,1872.163797,2540.248891,3070.235435,3894.049302,4661.873596,6265.332806,7901.447798,9141.834188,10175.55151,8432.59394,7566.940615,6838.481401,6841.41068,6977.650642,9158.665698,10087.62453,10253.54461,10714.45478,11892.83427,11531.08945,12032.86234,11152.60359,8314.050721,11104.91331,12139.14671,11722.14326,12640.87731,12561.33004,10681.53571,11192.56345,12346.92346,15306.59875,16554.44155,17084.93702,17275.63753,19696.02389,23280.87907,23043.23572,22920.86954,24074.54077,24680.37272,28593.22915,CI
Cook Islands,15.079,15.411,15.638,15.84,16.075,16.373,16.739,17.156,17.584,17.968,18.259,18.435,18.515,18.57,18.699,18.969,19.409,19.979,20.584,21.091,21.406,21.507,21.422,21.177,20.808,20.355,19.81,19.183,18.549,18.006,17.623,17.437,17.425,17.527,17.649,17.722,17.724,17.677,17.611,17.579,17.613,17.73,17.909,18.103,18.25,18.305,18.244,18.093,17.915,17.806,17.826,18.003,18.308,18.69,19.072,19.399,19.656,19.858,20.016,20.153,20.284,10.3617959,10.38543866,10.80532273,13.99642683,16.44372579,16.12292515,15.23302893,17.71217766,20.59346037,23.46994721,25.86516151,26.63633519,26.64405297,26.33193494,27.36024446,28.5976769,36.86311719,47.73068479,58.67007803,60.00134677,67.49153742,72.44106937,74.96001593,83.81534151,99.49967458,105.9183335,106.8058632,98.19262187,85.63141034,91.6893859,91.63213609,96.23622483,111.196938,152.7722725,178.4763987,182.5578017,187.8531297,227.9353614,233.4383508,216.15523,256.6532051,289.6610061,307.4008349,330.1001604,CK
Chile,6081.931,6194.461,6321.918,6461.294,6610.214,6766.936,6930.38,7100.096,7276.17,7459.045,7649.026,7845.746,8047.69,8251.999,8455.039,8654.071,8847.757,9036.236,9220.119,9400.705,9578.923,9755.352,9929.56,10100.403,10266.278,10426.432,10580.399,10729.757,10878.343,11031.28,11192.384,11363.219,11543.263,11731.654,11926.647,12126.956,12331.704,12541.298,12757.095,12981.032,13213.93,13456.476,13706.485,13958.378,14204.726,14440.103,14662.323,14872.458,15072.409,15265.536,15454.402,15639.289,15819.522,15995.658,16168.241,16337.749,16504.53,16668.892,16831.184,16991.729,17150.76,9558.915352,11442.78766,12354.15923,17611.3158,17069.02514,7940.661322,10842.86204,14698.71497,16940.32537,22805.92201,30336.42202,36374.16417,25989.80147,21440.41645,21253.44292,18747.01962,20153.15194,23532.94677,27466.06302,31324.7788,34481.44951,39402.66425,47626.15979,50573.66089,57903.01931,74159.56608,77972.15701,85219.19726,81681.3404,75117.6684,77382.81023,70561.68014,69221.06663,76140.67702,99333.2688,123056.0324,154671.0115,173081.2883,179626.6622,171956.9573,217556.2312,251004.713,266409.9401,277043.3633,CL
Cameroon,4466.498,4544.218,4623.471,4704.556,4787.832,4873.726,4962.726,5055.386,5152.307,5254.11,5361.367,5474.509,5593.768,5719.135,5850.454,5987.671,6130.99,6280.743,6437.157,6600.479,6770.967,6948.847,7134.374,7327.874,7529.704,7740.196,7959.5,8187.84,8425.707,8673.666,8932.121,9201.146,9480.638,9770.555,10070.779,10381.098,10701.458,11031.515,11370.394,11716.975,12070.359,12430.339,12796.831,13169.247,13546.948,13929.575,14316.949,14709.426,15107.909,15513.653,15927.713,16350.44,16782.044,17223.277,17674.96,18137.734,18611.937,19097.676,19595.026,20103.945,20624.343,1156.621841,1296.801975,1672.897552,2272.203267,2426.850409,3187.407754,3472.990861,4062.315822,5347.47338,7116.016894,8868.760273,8323.281884,8351.209499,8713.915714,8583.776602,8435.863896,10314.46743,11242.9803,10990.05774,10128.78035,11845.70558,11381.00107,11600.27394,12267.00494,7113.905216,8912.61136,9547.066976,9122.907568,9827.793616,10022.11493,9287.367569,9633.109257,10879.77833,13621.73851,15775.35674,16587.85751,17953.06639,20431.78112,23322.25643,23381.1426,23622.48295,26587.31073,26472.05418,29567.50241,CM
China,543776.08,558818.732,571164.85,581812.459,591557.757,600995.113,610508.226,620278.967,630313.915,640488.586,650680.114,660908.776,671461.832,682946.59,696140.04,711546.584,729376.556,749328.87,770744.329,792676.819,814377.714,835717.139,856714.941,876960.305,896005.172,913570.229,929457.316,943824.169,957214.225,970407.787,984015.677,998075.246,1012533.792,1027787.912,1044293.499,1062299.217,1082028.485,1103201.96,1124927.784,1145975.504,1165428.967,1183008.409,1198875.063,1213103.674,1225921.585,1237531.429,1247897.092,1257021.784,1265222.536,1272915.272,1280428.583,1287890.449,1295322.02,1302810.258,1310414.386,1318176.835,1326146.433,1334343.509,1342732.604,1351247.555,1359821.465,91038.7521,98058.52004,111588.9131,136070.6164,141528.5721,160339.802,150853.6752,171467.0254,214160.1332,263189.7108,306520.2885,293851.6898,295369.9832,314636.7698,317352.0591,309082.6024,304347.931,329851.428,413438.6502,459782.255,404494.1941,424116.8303,499859.3126,641068.5025,582653.4327,756960.1964,892013.94,985045.9097,1045199.124,1100776.13,1192836.266,1317229.512,1455554.351,1650511.32,1944671.565,2287236.726,2793180.518,3504410.562,4547276.648,5105457.844,5949785.237,7314444.459,8229447.246,9181203.789,CN
